name,schoolType,district,address,lat,lon,state_code
國立臺灣師範大學-1,college,大安區,和平東路一段162號 ,25.0259126,121.5283135,553426902
國立臺灣師範大學-2,college,大安區,和平東路一段129號 ,25.026815399999997,121.52874820000001,553426905
國立臺灣師範大學-3,college,文山區,汀州路四段88號,25.0080629,121.5366277,553026848
銘傳大學-1,college,士林區,中山北路五段250號,25.0860676,121.5275514,554727027
銘傳大學-2,college,士林區,基河路130號3樓,25.0890026,121.5228862,554827029
中國文化大學-1,college,士林區,陽明里華岡路55號,25.137717600000002,121.54100559999999,555927059
中國文化大學-2,college,大安區,建國南路二段231號,25.0258897,121.5380777,553426904
中國文化大學-3,college,中正區,延平南路127號,25.038340100000003,121.50864550000001,553726932
東吳大學-1,college,士林區,臨溪路70號城,25.0952273,121.54574209999998,554927041
東吳大學-2,college,中正區,貴陽街一段56號,25.0388741,121.50992859999998,553726933
國立臺北教育大學,college,大安區,和平東路二段134號,25.024624399999997,121.54463740000001,553426902
國立臺北科技大學,college,大安區,忠孝東路三段1號,25.0420753,121.5382938,553826948
國立臺灣科技大學,college,大安區,基隆路四段43號,25.0132497,121.5411187,553126866
國立臺灣大學-1,college,大安區,羅斯福路四段1號,25.0152002,121.5375088,553226872
國立臺灣大學-2,college,中正區,思源街18號,25.013696399999997,121.52972079999999,553126865
國立臺灣大學-3,college,中正區,徐州路21號,25.0404822,121.5250637,553726941
實踐大學,college,中山區,大直街70號,25.083272100000002,121.54514679999998,554727027
大同大學,college,中山區,中山北路三段40號,25.066888100000003,121.5222432,554326997
國立臺北大學-1,college,中山區,民生東路三段67號 ,25.0580395,121.54238559999999,554126984
國立臺北大學-2,college,中山區,建國北路二段69號,25.0565984,121.5374116,554126980
天主教輔仁大學,college,中正區,汀州路三段58號,25.015617499999998,121.53119209999998,553226872
臺北市立大學-1,college,中正區,愛國西路1號,25.0356043,121.5142953,553626926
臺北市立大學-2,college,士林區,忠誠路二段101號,25.1161765,121.53647109999999,555427055
國立臺北商業大學,college,中正區,濟南路一段321號,25.0418977,121.52566159999999,553726944
國立臺灣戲曲學院-1,college,內湖區,內湖路二段177號,25.0812796,121.58668030000001,554627034
國立臺灣戲曲學院-1,college,文山區,木柵路三段66巷8之1號,24.9868391,121.5666841,552526778
國防醫學院,college,內湖區,民權東路六段161號,25.068539,121.5954216,554327016
康寧大學,college,內湖區,康寧路三段75巷137號,25.0758088,121.61005049999999,554527031
世新大學,college,文山區,木柵路一段17巷1號,24.9886453,121.5442068,552626780
國立政治大學,college,文山區,指南路二段64號,24.9873313,121.57612809999999,552526782
臺灣警察專科學校,college,文山區,興隆路三段153號,24.998033,121.5591642,552826818
中國科技大學,college,文山區,興隆路三段56號,24.9991431,121.5553747,552826821
國防大學,college,北投區,中央北路二段70號,25.1395051,121.4915912,555927048
國立陽明大學,college,北投區,立農街二段155號,25.119244600000002,121.5138621,555527051
國立臺北護理健康大學-1,college,北投區,明德路365號,25.117737899999998,121.52003159999998,555427052
國立臺北護理健康大學-2,college,萬華區,內江街89號,25.041755399999996,121.5033595,553726939
國立臺北藝術大學,college,北投區,學園路1號,25.1317665,121.4664379,555727043
臺北城市科技大學-1,college,北投區,學園路2號,25.133617,121.468879,555827043
臺北城市科技大學-2,college,北投區,奇岩路283號,25.1279635,121.51154009999999,555627053
臺北醫學大學-1,college,信義區,吳興街250號,25.025840600000002,121.5612122,553426909
臺北醫學大學-2,college,大安區,基隆路二段172-1號,25.0261496,121.55420579999999,553426909
中華科大,college,南港區,九如里研究院路三段245號,25.0335957,121.6098889,553626942
德明財經科技大學,college,內湖區,環山路一段56號,25.0867061,121.5652249,554727036
國立師大附中,high,大安區,和安里信義路3段143號,25.033658499999998,121.54048799999998,553626927
國立政大附中,high,文山區,政大一街353號,24.9872162,121.5858297,552526783
市立西松高中,high,松山區,鵬程里健康路325巷7號,25.0555538,121.56708200000001,554026985
市立中崙高中,high,松山區,八德路四段101號,25.0487226,121.5611946,553926968
市立松山高中,high,信義區,基隆路一段156號,25.0436062,121.56558840000001,553826957
市立永春高中,high,信義區,松隆里松山路654號,25.031257399999998,121.5802182,553526929
市立和平高中,high,大安區,芳和里臥龍街100號,25.0196224,121.54915430000001,553326888
市立中山女中,high,中山區,力行里長安東路2段141號,25.0485124,121.5372124,553926963
市立大同高中,high,中山區,中央里長春路167號,25.0549546,121.53498229999998,554026976
市立大直高中,high,中山區,劍潭里北安路420號,25.07886,121.543375,554627021
市立建國中學,high,中正區,龍光里南海路56號,25.030689199999998,121.5128107,553526912
市立成功中學,high,中正區,幸福里濟南路1段71號,25.042333499999998,121.5236872,553826945
市立北一女中,high,中正區,黎明里重慶南路1段165號,25.0385611,121.5131031,553726933
市立明倫高中,high,大同區,保安里承德路3段336號,25.076246100000002,121.5193385,554527011
市立成淵高中,high,大同區,承德路二段235號,25.061353399999998,121.5189709,554226986
市立華江高中,high,萬華區,日善里西藏路213號,25.028556899999998,121.4962369,553526903
市立大理高中,high,萬華區,綠堤里長順街2號,25.030857,121.49122849999999,553526908
市立景美女中,high,文山區,樟新里木新路3段312號,24.980731600000002,121.55618510000001,552426751
市立萬芳高中,high,文山區,興隆路3段115巷1號,25.0006248,121.5589135,552826828
市立南港高中,high,南港區,西新里向陽路21號,25.052554100000002,121.59503219999999,554026984
市立育成高中,high,南港區,重陽路366號,25.0585978,121.6093328,554127000
市立內湖高中,high,內湖區,紫陽里文德路218號,25.0784076,121.58662,554627030
市立麗山高中,high,內湖區,環山路二段100號,25.0840979,121.577832,554727036
市立南湖高中,high,內湖區,康寧路三段220號,25.066460199999998,121.61052690000001,554327015
市立陽明高中,high,士林區,後港里中正路510號,25.0918395,121.51713090000001,554927031
市立百齡高中,high,士林區,義信里承德路4段177號,25.0870504,121.5229913,554727027
市立復興高中,high,北投區,復興四路70號,25.1435907,121.50179969999999,556027049
市立中正高中,high,北投區,文林北路77號,25.104412300000003,121.516608,555127043
私立協和祐德中學,high,信義區,忠孝東路5段790巷27號,25.042601,121.58346999999999,553826959
私立延平中學,high,大安區,和安里建國南路1段275號,25.036290700000002,121.53848149999999,553626933
私立金甌女中,high,大安區,光明里杭州南路2段1號,25.034737,121.5241519,553626926
私立復興實驗高中,high,大安區,敦化南路1段262 號,25.0393604,121.5483831,553726943
私立中興中學,high,中山區,力行里朱崙街42號,25.049912399999997,121.5419125,553926967
私立大同高中,high,中山區,聚英里中山北路3段40號,25.066888100000003,121.5222432,554326997
私立強恕中學,high,中正區,板溪里汀州路二段143號,25.0250164,121.5199408,553426898
私立靜修女中,high,大同區,雙連里寧夏路59號,25.057931,121.51548659999999,554126978
私立立人高中,high,萬華區,桂林路171號,25.0388105,121.49639909999999,553726930
私立東山高中,high,文山區,老泉里老泉街26巷3號,24.9726891,121.56169809999999,552226718
私立滬江高中,high,文山區,景美里羅斯福路6段336號,24.9894876,121.53888490000001,552626782
私立大誠高中,high,文山區,萬興里秀明路2段175號,24.9910526,121.578524,552626796
私立再興中學,high,文山區,明義里興隆路4段2號,24.990413600000004,121.55916119999999,552626790
私立景文高中,high,文山區,木新里保儀路127號,24.9854798,121.5673841,552526772
私立文德女中,high,內湖區,紫陽里成功路3段70號,25.077576999999998,121.5897144,554527029
私立方濟中學,high,內湖區,紫星里成功路三段61號,25.077309399999997,121.59052959999998,554527029
私立達人女中,high,內湖區,湖濱里內湖路2段314號,25.0812531,121.58764340000002,554627034
私立泰北高中,high,士林區,福林里福林路240號,25.0973651,121.53394309999999,555027041
私立衛理女中,high,士林區,翠山里至善路2段321號,25.101757,121.55231,555127049
私立華興中學,high,士林區,芝山里仰德大道1段101號,25.104863,121.5385442,555127048
私立薇閣高中,high,北投區,中心里珠海路50號,25.139527800000003,121.5039696,555927051
私立十信高中,high,北投區,北投路二段55號,25.133392899999997,121.4968898,555827050
私立奎山實中,high,北投區,榮華里明德路200號,25.112998,121.52230279999999,555327050
市立松山家商,high,信義區,松山路655號,25.035049800000003,121.5806133,553626939
市立松山工農,high,信義區,忠孝東路5段236巷15號,25.039629,121.5721227,553726949
市立大安高工,high,大安區,龍圖里復興南路2段52號,25.031952800000003,121.54300649999999,553526923
市立木柵高工,high,文山區,萬芳里木柵路4段77號,24.995913899999998,121.5719112,552726813
市立南港高工,high,南港區,南港里興中路29號,25.056230199999998,121.6074617,554126995
市立內湖高工,high,內湖區,港墘里內湖路1段520號,25.0794174,121.5753203,554627029
市立士林高商,high,士林區,後港里士商路150號,25.0945958,121.51661090000002,554927034
私立育達家商,high,松山區,美仁里寧安街12號,25.0497049,121.554371,553926969
私立東方工商,high,大安區,信義路四段186巷8號,25.0322561,121.5514468,553526925
私立喬治工商,high,大安區,基隆路2段172號,25.026190300000003,121.5542237,553426909
私立開平餐飲,high,大安區,復興南路2段148巷24號,25.028543300000003,121.5423719,553526913
私立稻江護家,high,中山區,新生北路三段55號,25.065801999999998,121.5286327,554326996
私立開南商工,high,中正區,東門里濟南路1段6號,25.0424202,121.52182109999998,553826945
私立稻江高商,high,大同區,國昌里民權西路225巷24號,25.063848899999996,121.51212609999999,554226989
私立華岡藝校,high,士林區,建業路73巷8號,25.1371454,121.54909450000001,555927061
私立惇敘工商,high,北投區,泉源路221號,25.1448466,121.52698020000001,556027054
國立師大附中(國中部),junior,大安區,和安里信義路3段143號,25.033658499999998,121.54048799999998,553626927
國立政大附中(國中部),junior,文山區,政大一街353號,24.9872162,121.5858297,552526783
國立台灣戲曲學院(國中部),junior,內湖區,內湖路二段177號,25.0812796,121.58668030000001,554627034
市立介壽國中,junior,松山區,介壽里延壽街401號,25.056411899999997,121.5564366,554126984
市立民生國中,junior,松山區,新東里新東街30巷1號,25.059804800000002,121.5667367,554126993
市立中山國中,junior,松山區,復興北路361巷7號,25.0606072,121.54553059999999,554226990
市立敦化國中,junior,松山區,南京東路三段300號,25.0515711,121.5467135,554026972
市立興雅國中,junior,信義區,松德路168巷15號,25.0364201,121.57223700000002,553626941
市立永吉國中,junior,信義區,四育里8鄰松隆路161號,25.048236300000003,121.5741453,553926970
市立?公國中,junior,信義區,福德街221巷15號,25.037070999999997,121.58535359999999,553626945
市立信義國中,junior,信義區,松仁路158巷1號,25.0286441,121.5675767,553526919
市立仁愛國中,junior,大安區,敦安里仁愛路4段130號,25.0374832,121.5505879,553626939
市立大安國中,junior,大安區,大安路2段63號,25.0308602,121.54625,553526920
市立芳和國中,junior,大安區,芳和里臥龍街170號,25.0187502,121.55027109999999,553226886
市立金華國中,junior,大安區,福住里新生南路2段32號,25.031201199999998,121.533178,553526918
市立懷生國中,junior,大安區,忠孝東路三段248巷30號,25.040382100000002,121.54117509999999,553726944
市立民族國中,junior,大安區,羅斯福路4段113巷13號,25.0111861,121.53887379999999,553126859
市立龍門國中,junior,大安區,建國南路二段269號,25.0246733,121.5382078,553426901
市立長安國中,junior,中山區,興亞里松江路70巷11號,25.049392899999997,121.5318545,553926963
市立北安國中,junior,中山區,劍潭里明水路325號,25.0777783,121.54156780000001,554527019
市立新興國中,junior,中山區,聚葉里林森北路511號,25.061975600000004,121.52574550000001,554226988
市立五常國中,junior,中山區,下埤里復興北路430巷1號,25.0634822,121.5430996,554226995
市立濱江國中,junior,中山區,樂群二路262號,25.07955,121.5607499,554627026
市立螢橋國中,junior,中正區,林興里汀州街3段4號,25.019455899999997,121.5261508,553326883
市立古亭國中,junior,中正區,中華路2段465號,25.0246115,121.51104679999999,553426895
市立南門國中,junior,中正區,南門里廣州街6號,25.0352657,121.50906869999999,553626924
市立弘道國中,junior,中正區,公園路21號,25.0374875,121.51529340000002,553626931
市立中正國中,junior,中正區,新營里愛國東路158號,25.0323588,121.5219754,553526919
市立建成國中,junior,大同區,長安西路37之1號,25.0516475,121.51862609999999,554026965
市立忠孝國中,junior,大同區,玉泉里西寧北路32號,25.051222699999997,121.50821770000002,554026962
市立民權國中,junior,大同區,重慶北路三段1號,25.063724800000003,121.5138747,554226989
市立蘭州國中,junior,大同區,至聖里大龍街187巷1號,25.069322,121.51673559999999,554427000
市立重慶國中,junior,大同區,重慶里敦煌路19號,25.0759232,121.51799779999999,554527011
市立萬華國中,junior,萬華區,日善里西藏路201號,25.0291069,121.4988346,553526905
市立雙園國中,junior,萬華區,和德里興義街2號,25.027553899999997,121.4926457,553426899
市立龍山國中,junior,萬華區,富裕里南寧路46號,25.0360766,121.504618,553626925
市立木柵國中,junior,文山區,木柵路3段102巷12號,24.9874125,121.56764340000001,552526780
市立實踐國中,junior,文山區,樟林里辛亥路七段67號,24.9834293,121.5547688,552526761
市立北政國中,junior,文山區,指南里指南路3段2巷14號,24.9849798,121.5782554,552526773
市立景美國中,junior,文山區,景華里景中街27號,24.993026500000003,121.54294099999998,552726796
市立興福國中,junior,文山區,興旺里福興路80號,25.0048845,121.54984850000001,552926840
市立景興國中,junior,文山區,景華里景興路46巷2號,24.9961868,121.54422520000001,552726808
市立誠正國中,junior,南港區,新富里富康街1巷24號,25.054249300000002,121.6187775,554026993
市立成德國中,junior,南港區,成福里東新街108巷23號,25.044683399999997,121.58764520000001,553826965
市立內湖國中,junior,內湖區,紫陽里陽光街1號,25.077035000000002,121.5886895,554527028
市立麗山國中,junior,內湖區,內湖路1段629巷42號,25.0816165,121.5756876,554627032
市立三民國中,junior,內湖區,湖興里民權東路6段45號,25.069154,121.58640729999999,554327015
市立西湖國中,junior,內湖區,西湖里環山路1段27號,25.0851741,121.56575149999999,554727034
市立東湖國中,junior,內湖區,樂康里康樂街131號,25.072164899999997,121.61942179999998,554427027
市立明湖國中,junior,內湖區,葫洲里康寧路3段60號,25.070619600000004,121.61064309999999,554427023
市立士林國中,junior,士林區,福德里中正路345號,25.0944413,121.5226341,554927035
市立蘭雅國中,junior,士林區,三玉里忠誠路2段51號,25.110619,121.53089270000001,555327051
市立至善國中,junior,士林區,臨溪里至善路2段360號,25.1036423,121.5555425,555127051
市立格致國中,junior,士林區,陽明里仰德大道四段75號,25.130849899999998,121.54635400000001,555727061
市立福安國中,junior,士林區,福安里延平北路7段250號,25.1028546,121.4880705,555127036
市立天母國中,junior,士林區,天和里天母東路120號,25.118011,121.53816509999999,555427056
市立北投國中,junior,北投區,溫泉里溫泉路62號,25.1344493,121.504201,555827051
市立新民國中,junior,北投區,林泉里新民路10號,25.138102,121.507636,555927052
市立明德國中,junior,北投區,建民里明德路50號,25.107822100000003,121.5184451,555227046
市立桃源國中,junior,北投區,一德里中央北路4段48號,25.1346473,121.47729950000002,555827045
市立石牌國中,junior,北投區,吉利里石牌路1段139號,25.114982,121.5141732,555427049
市立關渡國中,junior,北投區,關渡里知行路212號,25.119884699999997,121.46714479999999,555527041
私立立人國際國民中小學,junior,大安區,義榮里安和路二段99號,25.0319202,121.5503507,553526924
私立靜心中學,junior,文山區,興福里興隆路2段46號,24.998920000000002,121.5466851,552826819
市立西松高中(國中部),junior,松山區,鵬程里健康路325巷7號,25.0555538,121.56708200000001,554026985
市立中崙高中(國中部),junior,松山區,八德路四段101號,25.0487226,121.5611946,553926968
市立和平高中(國中部),junior,大安區,芳和里臥龍街100號,25.0196224,121.54915430000001,553326888
市立大同高中(國中部),junior,中山區,中央里長春路167號,25.0549546,121.53498229999998,554026976
市立大直高中(國中部),junior,中山區,劍潭里北安路420號,25.07886,121.543375,554627021
市立成淵高中(國中部),junior,大同區,承德路二段235號,25.061353399999998,121.5189709,554226986
市立大理高中(國中部),junior,萬華區,綠堤里長順街2號,25.030857,121.49122849999999,553526908
市立萬芳高中(國中部),junior,文山區,興隆路3段115巷1號,25.0006248,121.5589135,552826828
市立南港高中(國中部),junior,南港區,西新里向陽路21號,25.052554100000002,121.59503219999999,554026984
市立陽明高中(國中部),junior,士林區,後港里中正路510號,25.0918395,121.51713090000001,554927031
市立百齡高中(國中部),junior,士林區,義信里承德路4段177號,25.0870504,121.5229913,554727027
私立延平中學(國中部),junior,大安區,和安里建國南路1段275號,25.036290700000002,121.53848149999999,553626933
私立復興實驗高中(國中部),junior,大安區,敦化南路1段262 號,25.0393604,121.5483831,553726943
私立靜修女中(國中部),junior,大同區,雙連里寧夏路59號,25.057931,121.51548659999999,554126978
私立立人高中(國中部),junior,萬華區,桂林路171號,25.0388105,121.49639909999999,553726930
私立東山高中(國中部),junior,文山區,老泉里老泉街26巷3號,24.9726891,121.56169809999999,552226718
私立再興中學(國中部),junior,文山區,明義里興隆路4段2號,24.990413600000004,121.55916119999999,552626790
私立景文高中(國中部),junior,文山區,木新里保儀路127號,24.9854798,121.5673841,552526772
私立方濟中學(國中部),junior,內湖區,紫星里成功路三段61號,25.077309399999997,121.59052959999998,554527029
私立達人女中(國中部),junior,內湖區,湖濱里內湖路2段314號,25.0812531,121.58764340000002,554627034
私立泰北高中(國中部),junior,士林區,福林里福林路240號,25.0973651,121.53394309999999,555027041
私立衛理女中(國中部),junior,士林區,翠山里至善路2段321號,25.101757,121.55231,555127049
私立華興中學(國中部),junior,士林區,芝山里仰德大道1段101號,25.104863,121.5385442,555127048
私立薇閣高中(國中部),junior,北投區,中心里珠海路50號,25.139527800000003,121.5039696,555927051
私立奎山實中(國中部),junior,北投區,榮華里明德路200號,25.112998,121.52230279999999,555327050
市立中山國中補校,junior,松山區,復興北路361巷7號,25.0606072,121.54553059999999,554226990
市立興雅國中補校,junior,信義區,松德路168巷15號,25.0364201,121.57223700000002,553626941
市立大安國中補校,junior,大安區,大安路2段63號,25.0308602,121.54625,553526920
市立北安國中補校,junior,中山區,劍潭里明水路325號,25.0777783,121.54156780000001,554527019
市立弘道國中補校,junior,中正區,公園路21號,25.0374875,121.51529340000002,553626931
市立民權國中補校,junior,大同區,重慶北路三段1號,25.063724800000003,121.5138747,554226989
市立萬華國中補校,junior,萬華區,日善里西藏路201號,25.0291069,121.4988346,553526905
市立木柵國中補校,junior,文山區,木柵路3段102巷12號,24.9874125,121.56764340000001,552526780
市立南港高中附國中補校,junior,南港區,西新里向陽路21號,25.052554100000002,121.59503219999999,554026984
市立內湖國中補校,junior,內湖區,陽光街一號,25.077035000000002,121.5886895,554527028
市立士林國中補校,junior,士林區,福德里中正路345號,25.0944413,121.5226341,554927035
市立北投國中補校,junior,北投區,溫泉里溫泉路62號,25.1344493,121.504201,555827051
北投分館,library,北投區,光明路251號,25.136298,121.50629599999999,555827051
稻香分館,library,北投區,稻香路81號3-4樓,25.140962,121.4888639,555927047
石牌分館,library,北投區,明德路208巷5號3-10樓,25.1131424,121.52262420000001,555327050
清江分館,library,北投區,公館路198號3樓,25.127765300000004,121.50698999999999,555627051
吉利分館,library,北投區,立農街1段366號5-8樓,25.119305999999998,121.50838490000001,555527050
永明民眾閱覽室,library,北投區,石牌路2段115號7-8樓,25.1182549,121.5175247,555427051
秀山民眾閱覽室,library,北投區,中和街534號5-9樓,25.1456025,121.4931623,556027047
葫蘆堵分館,library,士林區,延平北路5段136巷1號3-9樓,25.079190399999998,121.51054779999998,554627014
天母分館,library,士林區,中山北路7段154巷6號3-4樓,25.1236127,121.53306129999999,555627056
士林分館臨時替代館,library,士林區,基河路363號2樓,25.095829199999997,121.51829939999999,554927036
李科永紀念館,library,士林區,中正路15號,25.095748899999997,121.5285341,554927038
內湖分館,library,內湖區,民權東路6段99號6樓,25.069318799999998,121.58908629999999,554427016
東湖分館,library,內湖區,五分街6號,25.0674149,121.61261,554327018
西湖分館,library,內湖區,內湖路1段594號,25.0786852,121.57724240000002,554627028
